Label,Message,Length,Tokens
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,150,"['valentine', 'game', 'send', 'dis', 'msg', 'friends', 'answers', 'r', 'd', 'loves', 'colour', 'suits', 'best']"
ham,Lmao ok I wont be needing u to do my hair anymore.,50,"['lmao', 'ok', 'wo', 'nt', 'needing', 'hair', 'anymore']"
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,75,"['yeah', 'got', 'list', 'joanna', 'feeling', 'anti', 'social']"
ham,Shopping? Eh ger i toking abt syd leh...Haha,44,"['shopping', 'eh', 'ger', 'toking', 'abt', 'syd', 'leh', 'haha']"
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,82,"['ok', 'stay', 'night', 'xavier', 'sleeping', 'bag', 'getting', 'tired']"
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,126,"['urgent', 'landline', 'cash', 'holiday', 'await', 'collection', 't', 'cs', 'sae', 'po', 'box']"
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",97,"['lemme', 'know', 'swing', 'pick', 'free', 'basically', 'time', 'semester']"
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",159,"['urgent', 'costa', 'del', 'sol', 'holiday', 'await', 'collection', 'toclaim', 'sae', 'tc', 's', 'stockport', 'pm']"
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",142,"['hello', 'news', 'job', 'making', 'wait', 'fifth', 'week', 'yeah', 'm', 'woozles', 'weasels', 'exeter', 'home']"
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,135,"['private', 'account', 'statement', 'shows', 'un', 'redeemed', 'points', 'identifier', 'code', 'expires']"
ham,"Haha get used to driving to usf man, I know a lot of stoners",60,"['haha', 'driving', 'usf', 'man', 'know', 'lot', 'stoners']"
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,77,"['walked', 'hour', 'c', 'care', 'y', 'wo', 'nt', 'believe', 'm']"
ham,"Hmph. Go head, big baller.",26,"['hmph', 'head', 'big', 'baller']"
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",168,"['actor', 'work', 'work', 'evening', 'sleep', 'late', 'unemployed', 'moment', 'sleep', 'late', 'unemployed', 'day', 'saturday']"
ham,Take some small dose tablet for fever,37,"['small', 'dose', 'tablet', 'fever']"
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,136,"['natalja', 'f', 'inviting', 'friend', 'reply', 'stop', 'send', 'stop', 'frnd']"
ham,He remains a bro amongst bros,29,"['remains', 'bro', 'bros']"
ham,Yes:)here tv is always available in work place..,48,"['tv', 'available', 'work', 'place']"
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",131,"['chinatown', 'got', 'porridge', 'claypot', 'rice', 'yam', 'cake', 'fishhead', 'beehoon', 'eat', 'cheap', 'den', 'cafe', 'n', 'tok', 'nydc', 'somethin']"
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,166,"['know', 'anthony', 'bringing', 'money', 'school', 'fees', 'pay', 'rent', 'stuff', 'like', 's', 'need', 'help', 'friend', 'need']"
ham,Do you always celebrate NY's with your family ?,47,"['celebrate', 'ny', 'family']"
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",121,"['k', 'makes', 'sense', 'btw', 'carlos', 'difficult', 'guys', 'gon', 'na', 'smoke', 'pick', 'second', 'batch', 'gas']"
spam,Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,154,"['urgent', 'landline', 'cash', 'luxury', 'canary', 'islands', 'holiday', 'await', 'collection', 'sae', 'po', 'box']"
ham,I had askd u a question some hours before. Its answer,53,"['askd', 'question', 'hours', 'answer']"
ham,"Hiya, probably coming home * weekend after next",47,"['hiya', 'probably', 'coming', 'home', 'weekend']"
ham,Did you try making another butt.,32,"['try', 'making', 'butt']"
ham,I'm at work. Please call,24,['work']
ham,Have a good evening! Ttyl,25,"['good', 'evening', 'ttyl']"
ham,Okay. I've seen it. So i should pick it on friday?,50,"['okay', 'seen', 'pick', 'friday']"
ham,Okie but i scared u say i fat... Then u dun wan me already...,61,"['okie', 'scared', 'fat', 'dun', 'wan']"
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,88,"['busy', 'trying', 'finish', 'new', 'year', 'looking', 'forward', 'finally', 'meeting']"
ham,Now press conference da:),25,"['press', 'conference', 'da']"
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,152,"['free', 'unlimited', 'hardcore', 'porn', 'direct', 'mobile', 'txt', 'porn', 'free', 'access', 'hrs', 'day', 'txt', 'stop', 'msg', 'free']"
ham,Thnx dude. u guys out 2nite?,28,"['thnx', 'dude', 'guys']"
ham,Good morning princess! Have a great day!,40,"['good', 'morning', 'princess', 'great', 'day']"
ham,"sorry, no, have got few things to do. may be in pub later.",58,"['sorry', 'got', 'things', 'pub', 'later']"
ham,Send me the new number,22,"['send', 'new', 'number']"
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,144,"['private', 'account', 'statement', 'shows', 'unredeemed', 'bonus', 'points', 'claim', 'identifier', 'code', 'expires']"
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,175,"['train', 'northampton', 'afraid', 'staying', 'skyving', 'today', 'ho', 'ho', 'wednesday', 'fancy', 'comedy', 'club', 'week', 'way']"
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,82,"['brum', 'thanks', 'putting', 'keeping', 'happy', 'soon']"
ham,Anything lar...,15,['lar']
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",123,"['single', 'line', 'big', 'meaning', 'miss', 'best', 'life', 'miss', 'best', 'life', 'gud', 'nyt']"
ham,i dnt wnt to tlk wid u,22,"['dnt', 'wnt', 'tlk', 'wid']"
ham,What time is ur flight tmr?,27,"['time', 'flight', 'tmr']"
ham,What type of stuff do you sing?,31,"['type', 'stuff', 'sing']"
ham,Why did I wake up on my own &gt;:(,34,"['wake', 'gt']"
ham,U dun say so early hor... U c already then say...,49,"['dun', 'early', 'hor', 'c']"
ham,Are you coming to day for class.,32,"['coming', 'day', 'class']"
ham,I'm really not up to it still tonight babe,42,"['tonight', 'babe']"
ham,Nobody can decide where to eat and dad wants Chinese,52,"['decide', 'eat', 'dad', 'wants', 'chinese']"
ham,"Pity, * was in mood for that. So...any other suggestions?",57,"['pity', 'mood', 'suggestions']"
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,132,"['want', 'latest', 'video', 'handset', 'anytime', 'network', 'mins', 'half', 'price', 'line', 'rental', 'reply', 'delivery', 'tomorrow']"
ham,I dunno until when... Lets go learn pilates...,46,"['dunno', 'lets', 'learn', 'pilates']"
ham,Yup,3,['yup']
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",110,"['dun', 'thk', 'quit', 'hmmm', 'jazz', 'yogasana', 'oso', 'meet', 'em', 'lessons', 'den']"
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,103,"['want', 'tell', 'bad', 'feel', 'basically', 'times', 'text', 'lately', 'need', 'drugs']"
ham,I have to take exam with march 3,32,"['exam', 'march']"
ham,No problem. How are you doing?,30,['problem']
ham,It vl bcum more difficult..,27,"['vl', 'bcum', 'difficult']"
ham,You tell what happen dont behave like this to me. Ok no need to say,67,"['tell', 'happen', 'nt', 'behave', 'like', 'ok', 'need']"
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",103,"['ill', 'ninish', 'address', 'icky', 'american', 'freek', 'wo', 'nt', 'stop', 'callin', 'bad', 'jen', 'k', 'eh']"
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,144,"['told', 'dr', 'appt', 'week', 'thinks', 'gon', 'na', 'die', 'told', 'check', 'worried', 'listen']"
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",137,"['party', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'appreciated', 'yeah', 'got', 'room']"
ham,Dad says hurry the hell up,26,"['dad', 'says', 'hurry', 'hell']"
ham,Ofcourse I also upload some songs,33,"['ofcourse', 'upload', 'songs']"
ham,No prob. I will send to your email.,35,"['prob', 'send', 'email']"
ham,Nope thats fine. I might have a nap tho! ,41,"['nope', 's', 'fine', 'nap', 'tho']"
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153,"['time', 'tried', 'contact', 'won', 'pound', 'prize', 'claim', 'easy', 'min', 'bt', 'national', 'rate']"
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,145,"['won', 'guaranteed', 'cash', 'prize', 'claim', 'yr', 'prize', 'customer', 'service', 'representative']"
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,118,"['nt', 'file', 'bag', 'work', 'called', 'tell', 'find', 'room']"
ham,Nice.nice.how is it working?,28,['working']
ham,So how many days since then?,28,['days']
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",145,"['new', 'theory', 'argument', 'wins', 'd', 'situation', 'loses', 'person', 'nt', 'argue', 'friends', 'kick', 'amp', 'correct']"
ham,A bloo bloo bloo I'll miss the first bowl,41,"['bloo', 'bloo', 'bloo', 'miss', 'bowl']"
ham,Wewa is 130. Iriver 255. All 128 mb.,36,"['wewa', 'iriver', 'mb']"
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",130,"['account', 'credited', 'free', 'text', 'messages', 'activate', 'txt', 'word', 'credit']"
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",55,"['m', 'unable', 'cal', 'lets', 'meet', 'bhaskar', 'deep']"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,"['house', 'maid', 'murderer', 'coz', 'man', 'murdered', 'th', 'january', 'public', 'holiday', 'closed', 'including', 'post', 'office', 'understand']"
ham,Yar... I tot u knew dis would happen long ago already.,54,"['yar', 'tot', 'knew', 'dis', 'happen', 'long', 'ago']"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,95,"['bored', 'housewives', 'chat', 'n', 'date', 'bt', 'national', 'rate', 'min', 'landlines']"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",141,"['congrats', 'mobile', 'g', 'videophones', 'r', 'videochat', 'wid', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl']"
ham,I borrow ur bag ok.,19,"['borrow', 'bag', 'ok']"
ham,U wan 2 haf lunch i'm in da canteen now.,40,"['wan', 'haf', 'lunch', 'da', 'canteen']"
ham,Yes:)from last week itself i'm taking live call.,48,"['week', 'taking', 'live']"
ham,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",74,"['guy', 'flash', 'madam', 'care', 'oh']"
ham,"I'm not coming over, do whatever you want",41,"['coming', 'want']"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",130,"['parents', 'kidz', 'friends', 'n', 'colleagues', 'screaming', 'surprise', 'waiting', 'sofa', 'naked']"
ham,At the funeral home with Audrey and dad,39,"['funeral', 'home', 'audrey', 'dad']"
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,96,"['thinking', 'going', 'reg', 'pract', 'lessons', 'flung', 'advance', 'haha', 'wat', 'time', 'going']"
ham,Hows that watch resizing,24,"['s', 'watch', 'resizing']"
ham,Hmm thinking lor...,19,"['hmm', 'thinking', 'lor']"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",134,"['oh', 'haha', 'den', 'shld', 'went', 'today', 'gee', 'nvm', 'la', 'kaiez', 'dun', 'mind', 'goin', 'jazz', 'oso', 'scared', 'hiphop', 'open', 'nt', 'catch']"
ham,Ok...,5,['ok']
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,80,"['maybe', 'hi', 'find', 'got', 'card', 'great', 'escape', 'wetherspoons']"
ham,Wat's da model num of ur phone?,31,"['wat', 'da', 'model', 'num', 'phone']"
ham,Hello! Good week? Fancy a drink or something later?,51,"['hello', 'good', 'week', 'fancy', 'drink', 'later']"
ham,I'm fine. Hope you are good. Do take care.,42,"['fine', 'hope', 'good', 'care']"
ham,Do you like Italian food?,25,"['like', 'italian', 'food']"
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,105,"['ok', 'tell', 'stay', 'yeah', 'tough', 'optimistic', 'things', 'improve', 'month']"
ham,What about this one then.,25,[]
ham,I wont do anything de.,22,"['wo', 'nt', 'de']"
ham,Im on gloucesterroad what are uup to later?,43,"['m', 'gloucesterroad', 'uup', 'later']"
ham,"Theoretically yeah, he could be able to come",44,"['theoretically', 'yeah', 'able', 'come']"
ham,"Aight, lemme know what's up",27,"['aight', 'lemme', 'know']"
ham,Ya srsly better than yi tho,27,"['ya', 'srsly', 'better', 'yi', 'tho']"
ham,"Alright, see you in a bit",25,"['alright', 'bit']"
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,135,"['finally', 'happened', 'aftr', 'decades', 'beer', 'cheaper', 'petrol', 'goverment', 'expects', 'drink', 'drive']"
ham,"Nope. Since ayo travelled, he has forgotten his guy",51,"['nope', 'ayo', 'travelled', 'forgotten', 'guy']"
ham,No..jst change tat only..,25,"['jst', 'change', 'tat']"
ham,"aight we can pick some up, you open before tonight?",51,"['aight', 'pick', 'open', 'tonight']"
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,109,"['gandhipuram', 'walk', 'cross', 'cut', 'road', 'right', 'street', 'road', 'turn', 'right']"
ham,Id onluy matters when getting on from offcampus,47,"['d', 'onluy', 'matters', 'getting', 'offcampus']"
ham,Sent me ur email id soon,24,"['sent', 'email', 'd', 'soon']"
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,136,"['natalja', 'f', 'inviting', 'friend', 'reply', 'stop', 'send', 'stop', 'frnd']"
ham,Great! How is the office today?,31,"['great', 'office', 'today']"
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",88,"['imma', 'definitely', 'need', 'restock', 'thanksgiving', 'let', 'know']"
ham,"Come round, it's . ",19,"['come', 'round']"
ham,So lets make it saturday or monday as per convenience.,54,"['lets', 'saturday', 'monday', 'convenience']"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,93,"['raji', 'pls', 'favour', 'pls', 'convey', 'birthday', 'wishes', 'nimya', 'pls', 'today', 'birthday']"
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,78,"['lots', 'places', 'hospitals', 'medical', 'places', 'safe']"
ham,I pocked you up there before,28,['pocked']
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'fromm', 'landline', 'delivery', 'days']"
ham,I'm job profile seems like bpo..,32,"['job', 'profile', 'like', 'bpo']"
ham,Yes its possible but dint try. Pls dont tell to any one k,57,"['yes', 'possible', 'dint', 'try', 'pls', 'nt', 'tell', 'k']"
ham,Nt joking seriously i told,26,"['nt', 'joking', 'seriously', 'told']"
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,104,"['happening', 'gotten', 'job', 'begun', 'registration', 'permanent', 'residency']"
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,104,"['let', 'know', 'details', 'fri', 'find', 'cos', 'tom', 'fri', 'mentionned', 'chinese', 'thanks']"
ham,"Sorry, I'll call later",22,"['sorry', 'later']"
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",151,"['hottest', 'pics', 'straight', 'phone', 'getting', 'wet', 'wanting', 'xx', 'text', 'pics', 'txt', 'costs', 'textoperator', 'xxx']"
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,89,"['boys', 'fun', 'today', 'ok', 'problem', 'sent', 'message', 'fun']"
ham,Nope. I just forgot. Will show next week,40,"['nope', 'forgot', 'week']"
ham,I am 6 ft. We will be a good combination!,41,"['ft', 'good', 'combination']"
ham,Lol alright i was thinkin that too haha,39,"['lol', 'alright', 'thinkin', 'haha']"
ham,You still coming tonight?,25,"['coming', 'tonight']"
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",140,"['sea', 'lays', 'rock', 'rock', 'envelope', 'envelope', 'paper', 'paper', 'words']"
ham,And popping &lt;#&gt; ibuprofens was no help.,45,"['popping', 'ibuprofens', 'help']"
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,76,"['funny', 'lor', 'wat', 'shd', 'haf', 'run', 'shorter', 'distance', 'wat']"
ham,But pls dont play in others life.,33,"['pls', 'nt', 'play', 'life']"
ham,Dunno lei he neva say...,24,"['dunno', 'lei', 'neva']"
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",175,"['nt', 'driving', 'reasons', 'called', 'bbd', 'thts', 'chikku', 'hw', 'abt', 'dvg', 'cold', 'heard', 'tht', 'vinobanagar', 'violence', 'hw', 'condition', 'hw', 'ru', 'problem']"
ham,In which place i can get rooms cheap:-),39,"['place', 'rooms']"
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",156,"['bored', 'speed', 'dating', 'try', 'speedchat', 'txt', 'speedchat', 'like', 'em', 'txt', 'swap', 'new', 'chatter', 'msg', 'rcd']"
ham,"Yup, leaving right now, be back soon",36,"['yup', 'leaving', 'right', 'soon']"
ham,You intrepid duo you! Have a great time and see you both soon. ,63,"['intrepid', 'duo', 'great', 'time', 'soon']"
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",104,"['hello', 'sort', 'town', 'nt', 'rush', 'home', 'eating', 'nachos', 'let', 'know', 'eta']"
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",145,"['prize', 'customer', 'min', 'polo', 'ltd', 'suite', 'london', 'busy']"
ham,I absolutely LOVE South Park! I only recently started watching the office.,74,"['absolutely', 'love', 'south', 'park', 'recently', 'started', 'watching', 'office']"
ham,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,102,"['yeah', 'imagine', 'gentle', 'unlike', 'docs', 'treat', 'patients', 'like', 'turkeys']"
ham,Oh k. . I will come tomorrow,28,"['oh', 'come', 'tomorrow']"
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",153,"['mmmmm', 'sooooo', 'good', 'wake', 'words', 'morning', 'love', 'mmmm', 'fuck', 'love', 'lion', 'devouring', 'kiss', 'sea']"
ham,That day you asked about anand number. Why:-),45,"['day', 'asked', 'anand', 'number']"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",148,"['people', 'msgs', 'think', 'iam', 'addicted', 'msging', 'wrong', 'bcoz', 'know', 'iam', 'addicted', 'sweet', 'friends', 'bslvyl']"
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",59,"['yeah', 'leave', 'hour', 'sound']"
ham,Gud mrng dear hav a nice day,28,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
ham,Cuz ibored. And don wanna study,31,"['cuz', 'ibored', 'don', 'wanna', 'study']"
ham,DO NOT B LATE LOVE MUM,22,"['b', 'late', 'love', 'mum']"
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,"['taxt', 'massage', 'tie', 'pos', 'argh', 'ok', 'lool']"
ham,Not..tel software name..,24,"['tel', 'software']"
ham,I am in a marriage function,27,"['marriage', 'function']"
ham,Thanx but my birthday is over already.,38,"['thanx', 'birthday']"
ham,I am going to sao mu today. Will be done only at 12 ,52,"['going', 'sao', 'mu', 'today']"
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,80,"['hey', 'gorgeous', 'man', 'work', 'mobile', 'number', 'good', 'babe', 'squishy', 'mwahs']"
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,136,"['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'truth', 'lead', 'heart', 'unique', 'person', 'like', 'deserve', 'sleep', 'tight', 'morning']"
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,67,"['yup', 'paragon', 'nt', 'decided', 'cut', 'hee']"
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",161,"['congrats', 'mobile', 'g', 'videophones', 'r', 'videochat', 'wid', 'mates', 'play', 'java', 'games', 'dload', 'polyh', 'music', 'noline', 'rentl']"
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",143,"['dear', 'voucher', 'holder', 'claim', 'weeks', 'offer', 'pc', 'stop', 'texts', 'txt', 'stop']"
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",160,"['costa', 'del', 'sol', 'holiday', 'await', 'collection', 'toclaim', 'sae', 'tcs', 'stockport', 'pm']"
ham,Ok cool. See ya then.,21,"['ok', 'cool', 'ya']"
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",153,"['hey', 'j', 'r', 'feeling', 'better', 'hopeso', 'hunny', 'amnow', 'feelin', 'ill', 'ithink', 'tonsolitusaswell', 'damn', 'iam', 'layin', 'bedreal', 'bored', 'lotsof', 'luv', 'xxxx']"
ham,Old Orchard near univ. How about you?,37,"['old', 'orchard', 'near', 'univ']"
ham,Well. Balls. Time to make calls,31,"['balls', 'time', 'calls']"
ham,"Ok omw now, you at castor?",26,"['ok', 'omw', 'castor']"
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",153,"['ditto', 'wo', 'worry', 'saying', 'anymore', 'like', 'said', 'night', 'want', 'peace']"
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",158,"['beautiful', 'truth', 'gravity', 'read', 'carefully', 'heart', 'feels', 'light', 'feels', 'heavy', 'leaves', 'goodmorning']"
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",94,"['sorry', 'battery', 'died', 'come', 'getting', 'gram', 'place']"
spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",78,"['hear', 'new', 'divorce', 'barbie', 'comes', 'ken', 'stuff']"
ham,No did you check? I got his detailed message now,48,"['check', 'got', 'detailed', 'message']"
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,"['fran', 'decided', 'n', 'e', 'way', 'm', 'completely', 'broke', 'knackered', 'got', 'bout', 'c', 'love', 'janx', 'dads', 'fone', 'credit']"
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),87,"['k', 'come', 'wenever', 'lik', 'come', 'tel', 'vikky', 'come', 'getting', 'free', 'time']"
ham,Well then you have a great weekend!,35,"['great', 'weekend']"
ham,Printer is cool. I mean groovy. Wine is groovying,49,"['printer', 'cool', 'mean', 'groovy', 'wine', 'groovying']"
ham,I'm on da bus going home...,27,"['da', 'bus', 'going', 'home']"
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,"['badrith', 'surely', 'pick', 'competition']"
ham,Pls call me da. What happen.,28,"['pls', 'da', 'happen']"
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,160,"['heard', 'rude', 'chat', 'private', 'line', 'cum', 'wan', 'pics', 'gettin', 'shagged', 'text', 'pix', 'send', 'stop', 'sam', 'xxx']"
ham,Go fool dont cheat others ok,28,"['fool', 'nt', 'cheat', 'ok']"
ham,Ok no prob...,13,"['ok', 'prob']"
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",152,"['dear', 'voucher', 'holder', 'claim', 'weeks', 'offer', 'pc', 'apply', 'stop', 'texts', 'txt', 'stop']"
ham,"Haha yeah I see that now, be there in a sec",43,"['haha', 'yeah', 'sec']"
ham,Or ü go buy wif him then i meet ü later can?,44,"['ü', 'buy', 'wif', 'meet', 'ü', 'later']"
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,86,"['important', 'customer', 'service', 'announcement', 'freephone']"
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,40,"['come', 'mahal', 'bus', 'stop']"
ham,"Maybe westshore or hyde park village, the place near my house?",62,"['maybe', 'westshore', 'hyde', 'park', 'village', 'place', 'near', 'house']"
ham,Yup... How ü noe leh...,23,"['yup', 'ü', 'noe', 'leh']"
ham,K..i deleted my contact that why?,33,"['k', 'deleted', 'contact']"
ham,I sent them. Do you like?,25,"['sent', 'like']"
